"","desired_habitat","polygon_id","transect","pin_number","data_type","species_code","scientific_name","native_non_native","functional_group","layer","new_column"
"1548","Roadside buffer","5M BUFFER",1,42,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1549","Roadside buffer","5M BUFFER",1,43,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1550","Roadside buffer","5M BUFFER",1,44,"T.PI","ARTCAL","Artemisia californica","Native","Shrub - Other","shrub","shrub"
"1551","Roadside buffer","5M BUFFER",1,45,"T.PI","ARTCAL","Artemisia californica","Native","Shrub - Other","shrub","shrub"
"1552","Roadside buffer","5M BUFFER",1,46,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1553","Roadside buffer","5M BUFFER",1,47,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1554","Roadside buffer","5M BUFFER",1,48,"T.PI","RHUINT","Rhus integrifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1555","Roadside buffer","5M BUFFER",1,49,"T.PI","RHUINT","Rhus integrifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1556","Roadside buffer","5M BUFFER",1,50,"T.PI","RHUINT","Rhus integrifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1557","Roadside buffer","5M BUFFER",1,1,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1558","Roadside buffer","5M BUFFER",1,1,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1559","Roadside buffer","5M BUFFER",1,2,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1560","Roadside buffer","5M BUFFER",1,2,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1561","Roadside buffer","5M BUFFER",1,3,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1562","Roadside buffer","5M BUFFER",1,4,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1563","Roadside buffer","5M BUFFER",1,5,"T.PI","ARTDOU","Artemisia douglasiana","Native","Perennial Forb - Late Flowering","herb","herb"
"1564","Roadside buffer","5M BUFFER",1,5,"T.PI","BRODIA","Bromus diandrus","Non-Native","Grass",".","."
"1565","Roadside buffer","5M BUFFER",1,6,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1566","Roadside buffer","5M BUFFER",1,6,"T.PI","BRODIA","Bromus diandrus","Non-Native","Grass",".","."
"1567","Roadside buffer","5M BUFFER",1,7,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1568","Roadside buffer","5M BUFFER",1,8,"T.PI","ARTCAL","Artemisia californica","Native","Shrub - Other","shrub","shrub"
"1569","Roadside buffer","5M BUFFER",1,8,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1570","Roadside buffer","5M BUFFER",1,9,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1571","Roadside buffer","5M BUFFER",1,9,"T.PI","ARTCAL","Artemisia californica","Native","Shrub - Other","shrub","shrub"
"1572","Roadside buffer","5M BUFFER",1,9,"T.PI","BRODIA","Bromus diandrus","Non-Native","Grass",".","."
"1573","Roadside buffer","5M BUFFER",1,10,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1574","Roadside buffer","5M BUFFER",1,11,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1575","Roadside buffer","5M BUFFER",1,11,"T.PI","ARTCAL","Artemisia californica","Native","Shrub - Other","shrub","shrub"
"1576","Roadside buffer","5M BUFFER",1,12,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1577","Roadside buffer","5M BUFFER",1,12,"T.PI","BRODIA","Bromus diandrus","Non-Native","Grass",".","."
"1578","Roadside buffer","5M BUFFER",1,13,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1579","Roadside buffer","5M BUFFER",1,13,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1580","Roadside buffer","5M BUFFER",1,14,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1581","Roadside buffer","5M BUFFER",1,15,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1582","Roadside buffer","5M BUFFER",1,16,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1583","Roadside buffer","5M BUFFER",1,18,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1584","Roadside buffer","5M BUFFER",1,21,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1585","Roadside buffer","5M BUFFER",1,21,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1586","Roadside buffer","5M BUFFER",1,22,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1587","Roadside buffer","5M BUFFER",1,24,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1588","Roadside buffer","5M BUFFER",1,25,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1589","Roadside buffer","5M BUFFER",1,26,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1590","Roadside buffer","5M BUFFER",1,26,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1591","Roadside buffer","5M BUFFER",1,27,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1592","Roadside buffer","5M BUFFER",1,28,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1593","Roadside buffer","5M BUFFER",1,28,"T.PI","ISOMEN","Isocoma menziesii","Native","Shrub - Late Flowering","shrub","shrub"
"1594","Roadside buffer","5M BUFFER",1,29,"T.PI","ARTCAL","Artemisia californica","Native","Shrub - Other","shrub","shrub"
"1595","Roadside buffer","5M BUFFER",1,31,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1596","Roadside buffer","5M BUFFER",1,31,"T.PI","BRADIS","Brachypodium distachyon","Non-Native","Grass",".","."
"1597","Roadside buffer","5M BUFFER",1,32,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1598","Roadside buffer","5M BUFFER",1,34,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1599","Roadside buffer","5M BUFFER",1,35,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1600","Roadside buffer","5M BUFFER",1,36,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1601","Roadside buffer","5M BUFFER",1,37,"T.PI","ARTCAL","Artemisia californica","Native","Shrub - Other","shrub","shrub"
"1602","Roadside buffer","5M BUFFER",1,38,"T.PI","ARTCAL","Artemisia californica","Native","Shrub - Other","shrub","shrub"
"1603","Roadside buffer","5M BUFFER",1,39,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1604","Roadside buffer","5M BUFFER",1,42,"T.PI","ARTCAL","Artemisia californica","Native","Shrub - Other","shrub","shrub"
"1605","Roadside buffer","5M BUFFER",1,44,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1606","Roadside buffer","5M BUFFER",1,45,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1607","Roadside buffer","5M BUFFER",1,47,"T.PI","ARTCAL","Artemisia californica","Native","Shrub - Other","shrub","shrub"
"1608","Roadside buffer","5M BUFFER",1,47,"T.PI","ISOMEN","Isocoma menziesii","Native","Shrub - Late Flowering","shrub","shrub"
"1609","Roadside buffer","5M BUFFER",1,50,"T.PI","ARTCAL","Artemisia californica","Native","Shrub - Other","shrub","shrub"
"1610","Roadside buffer","5M BUFFER",1,NA,"A.Belt","STIPUL","Stipa pulchra","Native","Perennial Grass - Other","herb","herb"
"1611","Roadside buffer","5M BUFFER",1,NA,"A.Belt","GALANG","Galium angustifolium","Native","Perennial Forb - Other","herb","herb"
"1612","Roadside buffer","5M BUFFER",1,NA,"A.Belt","DEIFAS","Deinandra fasciculata","Native","Annual Forb - Late Flowering","herb","herb"
"1613","Roadside buffer","5M BUFFER",1,NA,"A.Belt","PHACIC","Phacelia cicutaria","Native","Annual Forb - Other","herb","herb"
"1614","Roadside buffer","5M BUFFER",1,NA,"A.Belt","AMBPSI","Ambrosia psilostachya","Native","Perennial Forb - Late Flowering","herb","herb"
"1615","Roadside buffer","5M BUFFER",1,NA,"A.Belt","ACMGLA","Acmispon glaber","Native","Perennial Forb - Other","herb","herb"
"1616","Roadside buffer","5M BUFFER",1,NA,"A.Belt","CHAGLA","Chaenactis glabriuscula","Native","Annual Forb - Other","herb","herb"
"1617","Roadside buffer","5M BUFFER",1,NA,"A.Belt","RAFCAL","Rafinesquia californica","Native","Annual Forb - Late Flowering","herb","herb"
"1618","Roadside buffer","5M BUFFER",1,NA,"A.Belt","ESCCAL","Eschscholzia californica","Native","Annual Forb - Other","herb","herb"
"1619","Roadside buffer","5M BUFFER",1,NA,"A.Belt","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1620","Roadside buffer","5M BUFFER",1,NA,"A.Belt","CENMEL","Centaurea melitensis","Non-Native","Forb",".","."
"1621","Roadside buffer","5M BUFFER",1,NA,"A.Belt","LACSER","Lactuca serriola","Non-Native","Forb",".","."
"1622","Roadside buffer","5M BUFFER",1,NA,"A.Belt","MARVUL","Marrubium vulgare","Non-Native","Forb",".","."
"1623","Elderberry Scrubland","OW-M2",1,1,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1624","Elderberry Scrubland","OW-M2",1,2,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1625","Elderberry Scrubland","OW-M2",1,3,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1626","Elderberry Scrubland","OW-M2",1,4,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1627","Elderberry Scrubland","OW-M2",1,5,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1628","Elderberry Scrubland","OW-M2",1,6,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1629","Elderberry Scrubland","OW-M2",1,7,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1630","Elderberry Scrubland","OW-M2",1,8,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1631","Elderberry Scrubland","OW-M2",1,9,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1632","Elderberry Scrubland","OW-M2",1,10,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1633","Elderberry Scrubland","OW-M2",1,11,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1634","Elderberry Scrubland","OW-M2",1,12,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1635","Elderberry Scrubland","OW-M2",1,13,"T.PI","PHACIC","Phacelia cicutaria","Native","Annual Forb - Other","herb","herb"
"1636","Elderberry Scrubland","OW-M2",1,14,"T.PI","SAMNIG","Sambucus nigra ssp. caerulea","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"1637","Elderberry Scrubland","OW-M2",1,15,"T.PI","SAMNIG","Sambucus nigra ssp. caerulea","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"1638","Elderberry Scrubland","OW-M2",1,16,"T.PI","SAMNIG","Sambucus nigra ssp. caerulea","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"1639","Elderberry Scrubland","OW-M2",1,17,"T.PI","SAMNIG","Sambucus nigra ssp. caerulea","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"1640","Elderberry Scrubland","OW-M2",1,18,"T.PI","SAMNIG","Sambucus nigra ssp. caerulea","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"1641","Elderberry Scrubland","OW-M2",1,19,"T.PI","SAMNIG","Sambucus nigra ssp. caerulea","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"1642","Elderberry Scrubland","OW-M2",1,20,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1643","Elderberry Scrubland","OW-M2",1,21,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1644","Elderberry Scrubland","OW-M2",1,22,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1645","Elderberry Scrubland","OW-M2",1,23,"T.PI","SAMNIG","Sambucus nigra ssp. caerulea","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"1646","Elderberry Scrubland","OW-M2",1,24,"T.PI","SAMNIG","Sambucus nigra ssp. caerulea","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"1647","Elderberry Scrubland","OW-M2",1,25,"T.PI","SAMNIG","Sambucus nigra ssp. caerulea","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"1648","Elderberry Scrubland","OW-M2",1,26,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1649","Elderberry Scrubland","OW-M2",1,27,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1650","Elderberry Scrubland","OW-M2",1,28,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1651","Elderberry Scrubland","OW-M2",1,29,"T.PI","PHACIC","Phacelia cicutaria","Native","Annual Forb - Other","herb","herb"
"1652","Elderberry Scrubland","OW-M2",1,30,"T.PI","SAMNIG","Sambucus nigra ssp. caerulea","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"1653","Elderberry Scrubland","OW-M2",1,31,"T.PI","SAMNIG","Sambucus nigra ssp. caerulea","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"1654","Elderberry Scrubland","OW-M2",1,32,"T.PI","SAMNIG","Sambucus nigra ssp. caerulea","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"1655","Elderberry Scrubland","OW-M2",1,33,"T.PI","SAMNIG","Sambucus nigra ssp. caerulea","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"1656","Elderberry Scrubland","OW-M2",1,34,"T.PI","SAMNIG","Sambucus nigra ssp. caerulea","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"1657","Elderberry Scrubland","OW-M2",1,35,"T.PI","SAMNIG","Sambucus nigra ssp. caerulea","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"1658","Elderberry Scrubland","OW-M2",1,36,"T.PI","PHACIC","Phacelia cicutaria","Native","Annual Forb - Other","herb","herb"
"1659","Elderberry Scrubland","OW-M2",1,37,"T.PI","PHACIC","Phacelia cicutaria","Native","Annual Forb - Other","herb","herb"
"1660","Elderberry Scrubland","OW-M2",1,38,"T.PI","PHACIC","Phacelia cicutaria","Native","Annual Forb - Other","herb","herb"
"1661","Elderberry Scrubland","OW-M2",1,39,"T.PI","PHACIC","Phacelia cicutaria","Native","Annual Forb - Other","herb","herb"
"1662","Elderberry Scrubland","OW-M2",1,40,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"1663","Elderberry Scrubland","OW-M2",1,41,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1664","Elderberry Scrubland","OW-M2",1,42,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1665","Elderberry Scrubland","OW-M2",1,43,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1666","Elderberry Scrubland","OW-M2",1,44,"T.PI","PHACIC","Phacelia cicutaria","Native","Annual Forb - Other","herb","herb"
"1667","Elderberry Scrubland","OW-M2",1,45,"T.PI","CENMEL","Centaurea melitensis","Non-Native","Forb",".","."
"1668","Elderberry Scrubland","OW-M2",1,46,"T.PI","SAMNIG","Sambucus nigra ssp. caerulea","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"1669","Elderberry Scrubland","OW-M2",1,47,"T.PI","SAMNIG","Sambucus nigra ssp. caerulea","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"1670","Elderberry Scrubland","OW-M2",1,48,"T.PI","SAMNIG","Sambucus nigra ssp. caerulea","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"1671","Elderberry Scrubland","OW-M2",1,49,"T.PI","SAMNIG","Sambucus nigra ssp. caerulea","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"1672","Elderberry Scrubland","OW-M2",1,50,"T.PI","SAMNIG","Sambucus nigra ssp. caerulea","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"1673","Elderberry Scrubland","OW-M2",1,1,"T.PI","PHACIC","Phacelia cicutaria","Native","Annual Forb - Other","herb","herb"
"1674","Elderberry Scrubland","OW-M2",1,4,"T.PI","PHACIC","Phacelia cicutaria","Native","Annual Forb - Other","herb","herb"
"1675","Elderberry Scrubland","OW-M2",1,10,"T.PI","MELIND","Melilotus indicus","Non-Native","Forb",".","."
"1676","Elderberry Scrubland","OW-M2",1,10,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"1677","Elderberry Scrubland","OW-M2",1,14,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1678","Elderberry Scrubland","OW-M2",1,17,"T.PI","PHAPAR","Phacelia parryi","Native","Annual Forb - Other","herb","herb"
"1679","Elderberry Scrubland","OW-M2",1,17,"T.PI","MELIND","Melilotus indicus","Non-Native","Forb",".","."
"1680","Elderberry Scrubland","OW-M2",1,17,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"1681","Elderberry Scrubland","OW-M2",1,18,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1682","Elderberry Scrubland","OW-M2",1,18,"T.PI","PHACIC","Phacelia cicutaria","Native","Annual Forb - Other","herb","herb"
"1683","Elderberry Scrubland","OW-M2",1,19,"T.PI","AMBPSI","Ambrosia psilostachya","Native","Perennial Forb - Late Flowering","herb","herb"
"1684","Elderberry Scrubland","OW-M2",1,19,"T.PI","PHACIC","Phacelia cicutaria","Native","Annual Forb - Other","herb","herb"
"1685","Elderberry Scrubland","OW-M2",1,22,"T.PI","PHACIC","Phacelia cicutaria","Native","Annual Forb - Other","herb","herb"
"1686","Elderberry Scrubland","OW-M2",1,23,"T.PI","PHACIC","Phacelia cicutaria","Native","Annual Forb - Other","herb","herb"
"1687","Elderberry Scrubland","OW-M2",1,23,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1688","Elderberry Scrubland","OW-M2",1,24,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1689","Elderberry Scrubland","OW-M2",1,25,"T.PI","ACMGLA","Acmispon glaber","Native","Perennial Forb - Other","herb","herb"
"1690","Elderberry Scrubland","OW-M2",1,25,"T.PI","PHACIC","Phacelia cicutaria","Native","Annual Forb - Other","herb","herb"
"1691","Elderberry Scrubland","OW-M2",1,25,"T.PI","SONOLE","Sonchus oleraceus","Non-Native","Forb",".","."
"1692","Elderberry Scrubland","OW-M2",1,26,"T.PI","PHACIC","Phacelia cicutaria","Native","Annual Forb - Other","herb","herb"
"1693","Elderberry Scrubland","OW-M2",1,26,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1694","Elderberry Scrubland","OW-M2",1,27,"T.PI","PHACIC","Phacelia cicutaria","Native","Annual Forb - Other","herb","herb"
"1695","Elderberry Scrubland","OW-M2",1,27,"T.PI","CENMEL","Centaurea melitensis","Non-Native","Forb",".","."
"1696","Elderberry Scrubland","OW-M2",1,30,"T.PI","ESCCAL","Eschscholzia californica","Native","Annual Forb - Other","herb","herb"
"1697","Elderberry Scrubland","OW-M2",1,30,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1698","Elderberry Scrubland","OW-M2",1,30,"T.PI","ARTCAL","Artemisia californica","Native","Shrub - Other","shrub","shrub"
"1699","Elderberry Scrubland","OW-M2",1,31,"T.PI","ARTCAL","Artemisia californica","Native","Shrub - Other","shrub","shrub"
"1700","Elderberry Scrubland","OW-M2",1,32,"T.PI","PHACIC","Phacelia cicutaria","Native","Annual Forb - Other","herb","herb"
"1701","Elderberry Scrubland","OW-M2",1,33,"T.PI","ARTDOU","Artemisia douglasiana","Native","Perennial Forb - Late Flowering","herb","herb"
"1702","Elderberry Scrubland","OW-M2",1,33,"T.PI","GALANG","Galium angustifolium","Native","Perennial Forb - Other","herb","herb"
